transaction_id,user_id,date_key,transaction_datetime,hour,time_bucket,payment_method,category,merchant,platform,device_type,city,amount,amount_bucket,net_amount,cashback_earned,discount_applied,total_savings,savings_pct,status,is_success,is_failed,is_pending,failure_reason,processing_time_sec,processing_speed,is_flagged,is_flagged_int,fraud_reason,is_refunded,is_refunded_int,refund_amount
TXN0009098,USR00328,20240405,2024-04-05 09:16:10,9,Morning,UPI,Transfers,NEFT Transfer,Mobile App,Android,Chennai,20379.05,High (₹10K-50K),20379.05,0.0,0.0,0.0,0.0,Success,1,0,0,,0.95,Instant,False,0,,False,0,0.0
TXN0008461,USR00473,20240405,2024-04-05 09:36:34,9,Morning,Debit Card,Entertainment,Hotstar,Mobile App,Android,Chandigarh,773.75,Medium (₹500-2K),773.75,0.0,0.0,0.0,0.0,Success,1,0,0,,0.71,Instant,False,0,,False,0,0.0
TXN0008999,USR00374,20240405,2024-04-05 09:51:15,9,Morning,UPI,Shopping,Nykaa,POS Terminal,POS,Jaipur,4310.38,Large (₹2K-10K),4310.38,0.0,0.0,0.0,0.0,Success,1,0,0,,0.95,Instant,False,0,,False,0,0.0
TXN0007954,USR00378,20240405,2024-04-05 09:53:33,9,Morning,Credit Card,Shopping,Reliance Digital,QR Code,Android,Delhi,5835.39,Large (₹2K-10K),5327.87,507.52,0.0,507.52,8.7,Success,1,0,0,,2.31,Normal,False,0,,False,0,0.0
TXN0009427,USR00226,20240405,2024-04-05 09:56:19,9,Morning,UPI,Shopping,Ajio,Mobile App,iOS,Lucknow,8409.93,Large (₹2K-10K),6892.73,0.0,1517.2,1517.2,18.04,Success,1,0,0,,0.6,Instant,False,0,,False,0,0.0
TXN0008898,USR00383,20240405,2024-04-05 10:00:29,10,Morning,UPI,Entertainment,Sony LIV,Web Browser,Windows,Kolkata,806.73,Medium (₹500-2K),806.73,0.0,0.0,0.0,0.0,Failed,0,1,0,Bank Server Down,3.12,Failed,False,0,,False,0,0.0
TXN0007565,USR00177,20240405,2024-04-05 11:13:09,11,Morning,Net Banking,Shopping,Flipkart,POS Terminal,POS,Chennai,14103.29,High (₹10K-50K),14103.29,0.0,0.0,0.0,0.0,Failed,0,1,0,Timeout,10.48,Failed,False,0,,False,0,0.0
TXN0007335,USR00399,20240405,2024-04-05 11:16:57,11,Morning,Credit Card,Food & Dining,Swiggy,Web Browser,Linux,Kolkata,1445.85,Medium (₹500-2K),1445.85,0.0,0.0,0.0,0.0,Success,1,0,0,,1.54,Fast,False,0,,False,0,0.0
TXN0009290,USR00404,20240405,2024-04-05 11:22:16,11,Morning,Credit Card,Shopping,Myntra,QR Code,Android,Delhi,3010.15,Large (₹2K-10K),3010.15,0.0,0.0,0.0,0.0,Success,1,0,0,,0.5,Instant,False,0,,False,0,0.0
TXN0008473,USR00180,20240405,2024-04-05 11:29:53,11,Morning,UPI,Food & Dining,Haldirams,Mobile App,Android,Ahmedabad,576.63,Medium (₹500-2K),576.63,0.0,0.0,0.0,0.0,Success,1,0,0,,2.61,Normal,False,0,,False,0,0.0
TXN0007907,USR00018,20240405,2024-04-05 11:35:01,11,Morning,Credit Card,Travel,GoIbibo,Mobile App,iOS,Mumbai,1026.13,Medium (₹500-2K),1026.13,0.0,0.0,0.0,0.0,Success,1,0,0,,2.66,Normal,False,0,,False,0,0.0
TXN0008338,USR00318,20240405,2024-04-05 11:52:50,11,Morning,Credit Card,Shopping,Meesho,QR Code,Android,Bangalore,5736.53,Large (₹2K-10K),5736.53,0.0,0.0,0.0,0.0,Success,1,0,0,,2.18,Normal,False,0,,False,0,0.0
TXN0009472,USR00302,20240405,2024-04-05 12:04:22,12,Afternoon,Net Banking,Groceries,Zepto,Web Browser,Windows,Ahmedabad,707.49,Medium (₹500-2K),633.82,0.0,73.67,73.67,10.41,Success,1,0,0,,1.89,Fast,False,0,,False,0,0.0
TXN0007580,USR00134,20240405,2024-04-05 12:30:18,12,Afternoon,UPI,Food & Dining,Haldirams,Web Browser,Windows,Kolkata,1072.52,Medium (₹500-2K),875.41,0.0,197.11,197.11,18.38,Success,1,0,0,,2.83,Normal,False,0,,False,0,0.0
TXN0007643,USR00094,20240405,2024-04-05 12:32:19,12,Afternoon,UPI,Bills & Utilities,Airtel,Web Browser,Linux,Mumbai,1653.12,Medium (₹500-2K),1653.12,0.0,0.0,0.0,0.0,Success,1,0,0,,1.93,Fast,False,0,,False,0,0.0
TXN0008107,USR00255,20240405,2024-04-05 12:33:50,12,Afternoon,UPI,Food & Dining,Pizza Hut,Web Browser,Windows,Pune,3454.27,Large (₹2K-10K),3454.27,0.0,0.0,0.0,0.0,Success,1,0,0,,1.36,Fast,False,0,,False,0,0.0
TXN0007908,USR00216,20240405,2024-04-05 12:40:39,12,Afternoon,Mobile Wallet,Food & Dining,KFC,Mobile App,iOS,Mumbai,455.67,Small (₹100-500),455.67,0.0,0.0,0.0,0.0,Success,1,0,0,,2.23,Normal,False,0,,False,0,0.0
TXN0009284,USR00329,20240405,2024-04-05 12:54:08,12,Afternoon,Debit Card,Health,1mg,Mobile App,iOS,Jaipur,220.17,Small (₹100-500),220.17,0.0,0.0,0.0,0.0,Success,1,0,0,,1.69,Fast,False,0,,False,0,0.0
TXN0008754,USR00105,20240405,2024-04-05 13:15:18,13,Afternoon,Mobile Wallet,Investments,Paytm Money,Mobile App,Android,Mumbai,36351.21,High (₹10K-50K),36351.21,0.0,0.0,0.0,0.0,Success,1,0,0,,2.3,Normal,False,0,,False,0,0.0
TXN0009135,USR00238,20240405,2024-04-05 13:50:33,13,Afternoon,UPI,Travel,Yatra,Web Browser,Windows,Hyderabad,5207.11,Large (₹2K-10K),5207.11,0.0,0.0,0.0,0.0,Failed,0,1,0,Invalid UPI ID,10.59,Failed,False,0,,False,0,0.0
TXN0008116,USR00333,20240405,2024-04-05 13:54:51,13,Afternoon,Mobile Wallet,Health,MediBuddy,Web Browser,Mac,Kochi,6272.84,Large (₹2K-10K),6272.84,0.0,0.0,0.0,0.0,Success,1,0,0,,1.31,Fast,False,0,,False,0,0.0
TXN0007879,USR00031,20240405,2024-04-05 14:17:19,14,Afternoon,UPI,Bills & Utilities,DTH Recharge,Web Browser,Mac,Delhi,326.68,Small (₹100-500),313.71,12.97,0.0,12.97,3.97,Success,1,0,0,,2.71,Normal,False,0,,False,0,0.0
TXN0009414,USR00362,20240405,2024-04-05 14:28:01,14,Afternoon,Mobile Wallet,Travel,Uber,Mobile App,iOS,Delhi,10234.25,High (₹10K-50K),10234.25,0.0,0.0,0.0,0.0,Success,1,0,0,,2.59,Normal,False,0,,False,0,0.0
TXN0007463,USR00382,20240405,2024-04-05 14:28:53,14,Afternoon,UPI,Shopping,Ajio,Mobile App,Android,Bangalore,18933.79,High (₹10K-50K),18933.79,0.0,0.0,0.0,0.0,Success,1,0,0,,1.31,Fast,False,0,,False,0,0.0
TXN0007457,USR00442,20240405,2024-04-05 14:47:00,14,Afternoon,Credit Card,Bills & Utilities,Water Board,Web Browser,Windows,Mumbai,6101.84,Large (₹2K-10K),6101.84,0.0,0.0,0.0,0.0,Success,1,0,0,,1.75,Fast,False,0,,False,0,0.0
TXN0008314,USR00297,20240405,2024-04-05 14:47:25,14,Afternoon,UPI,Investments,Coin by Zerodha,Web Browser,Windows,Chandigarh,27983.4,High (₹10K-50K),27983.4,0.0,0.0,0.0,0.0,Success,1,0,0,,0.97,Instant,False,0,,False,0,0.0
TXN0008183,USR00500,20240405,2024-04-05 15:57:02,15,Afternoon,UPI,Transfers,PhonePe P2P,Web Browser,Linux,Mumbai,37370.48,High (₹10K-50K),37370.48,0.0,0.0,0.0,0.0,Pending,0,0,1,Processing,23.6,Very Slow,False,0,,False,0,0.0
TXN0008839,USR00073,20240405,2024-04-05 17:05:28,17,Evening,UPI,Shopping,Meesho,Mobile App,Android,Mumbai,1406.62,Medium (₹500-2K),1367.3,39.32,0.0,39.32,2.8,Success,1,0,0,,2.64,Normal,False,0,,False,0,0.0
TXN0009004,USR00293,20240405,2024-04-05 17:12:03,17,Evening,UPI,Food & Dining,Zomato,Web Browser,Windows,Kolkata,3025.27,Large (₹2K-10K),3025.27,0.0,0.0,0.0,0.0,Failed,0,1,0,Bank Server Down,5.98,Failed,False,0,,False,0,0.0
TXN0007803,USR00221,20240405,2024-04-05 17:22:06,17,Evening,UPI,Groceries,Zepto,POS Terminal,POS,Jaipur,6977.94,Large (₹2K-10K),6977.94,0.0,0.0,0.0,0.0,Success,1,0,0,,1.53,Fast,False,0,,False,0,0.0
TXN0007925,USR00417,20240405,2024-04-05 17:46:46,17,Evening,Debit Card,Bills & Utilities,Jio Recharge,QR Code,Android,Chennai,183.77,Small (₹100-500),183.77,0.0,0.0,0.0,0.0,Success,1,0,0,,0.92,Instant,False,0,,False,0,0.0
TXN0008935,USR00414,20240405,2024-04-05 17:56:15,17,Evening,Credit Card,Food & Dining,KFC,QR Code,Android,Mumbai,1129.28,Medium (₹500-2K),1129.28,0.0,0.0,0.0,0.0,Success,1,0,0,,1.65,Fast,False,0,,False,0,0.0
TXN0008762,USR00053,20240405,2024-04-05 18:02:00,18,Evening,Mobile Wallet,Food & Dining,Starbucks,Web Browser,Windows,Bangalore,3197.54,Large (₹2K-10K),3197.54,0.0,0.0,0.0,0.0,Success,1,0,0,,2.08,Normal,False,0,,False,0,0.0
TXN0007975,USR00391,20240405,2024-04-05 18:16:24,18,Evening,UPI,Transfers,PhonePe P2P,Web Browser,Mac,Hyderabad,11147.17,High (₹10K-50K),10939.32,207.85,0.0,207.85,1.86,Success,1,0,0,,1.59,Fast,False,0,,False,0,0.0
TXN0009193,USR00191,20240405,2024-04-05 18:24:31,18,Evening,UPI,Education,BYJU'S,QR Code,Android,Ahmedabad,8309.23,Large (₹2K-10K),8309.23,0.0,0.0,0.0,0.0,Success,1,0,0,,1.28,Fast,False,0,,False,0,0.0
TXN0008927,USR00108,20240405,2024-04-05 18:26:52,18,Evening,UPI,Travel,GoIbibo,QR Code,Android,Bangalore,13682.87,High (₹10K-50K),13682.87,0.0,0.0,0.0,0.0,Success,1,0,0,,2.2,Normal,False,0,,False,0,0.0
TXN0008488,USR00389,20240405,2024-04-05 18:31:32,18,Evening,Credit Card,Food & Dining,McDonalds,POS Terminal,POS,Bangalore,781.74,Medium (₹500-2K),676.07,0.0,105.67,105.67,13.52,Success,1,0,0,,2.73,Normal,False,0,,False,0,0.0
TXN0008719,USR00117,20240405,2024-04-05 18:41:44,18,Evening,UPI,Transfers,IMPS Transfer,Mobile App,iOS,Delhi,27671.51,High (₹10K-50K),27671.51,0.0,0.0,0.0,0.0,Success,1,0,0,,1.04,Fast,False,0,,False,0,0.0
TXN0009069,USR00455,20240405,2024-04-05 18:42:58,18,Evening,UPI,Travel,Uber,Mobile App,Android,Delhi,1768.27,Medium (₹500-2K),1768.27,0.0,0.0,0.0,0.0,Success,1,0,0,,2.34,Normal,False,0,,False,0,0.0
TXN0009312,USR00311,20240405,2024-04-05 19:00:59,19,Evening,UPI,Shopping,Meesho,Mobile App,Android,Chandigarh,17945.42,High (₹10K-50K),15038.22,0.0,2907.2,2907.2,16.2,Success,1,0,0,,2.71,Normal,False,0,,False,0,0.0
TXN0008177,USR00268,20240405,2024-04-05 19:01:18,19,Evening,Mobile Wallet,Food & Dining,Pizza Hut,Web Browser,Mac,Delhi,1123.55,Medium (₹500-2K),1123.55,0.0,0.0,0.0,0.0,Success,1,0,0,,1.27,Fast,False,0,,False,0,0.0
TXN0009003,USR00297,20240405,2024-04-05 19:24:24,19,Evening,UPI,Food & Dining,McDonalds,Mobile App,Android,Chandigarh,1272.97,Medium (₹500-2K),1221.92,51.05,0.0,51.05,4.01,Success,1,0,0,,2.91,Normal,False,0,,False,0,0.0
TXN0008965,USR00014,20240405,2024-04-05 19:28:06,19,Evening,UPI,Groceries,Swiggy Instamart,Mobile App,iOS,Chennai,3623.44,Large (₹2K-10K),3623.44,0.0,0.0,0.0,0.0,Success,1,0,0,,0.64,Instant,True,1,Unusually High Amount,False,0,0.0
TXN0009174,USR00095,20240405,2024-04-05 19:49:05,19,Evening,UPI,Health,Netmeds,Web Browser,Windows,Mumbai,4371.71,Large (₹2K-10K),4371.71,0.0,0.0,0.0,0.0,Success,1,0,0,,1.22,Fast,False,0,,False,0,0.0
TXN0008799,USR00105,20240405,2024-04-05 20:02:22,20,Evening,Debit Card,Bills & Utilities,Airtel,Web Browser,Windows,Mumbai,989.3,Medium (₹500-2K),989.3,0.0,0.0,0.0,0.0,Success,1,0,0,,1.06,Fast,False,0,,False,0,0.0
TXN0007816,USR00490,20240405,2024-04-05 20:10:00,20,Evening,UPI,Shopping,Flipkart,Mobile App,Android,Mumbai,8048.27,Large (₹2K-10K),8048.27,0.0,0.0,0.0,0.0,Success,1,0,0,,2.5,Normal,False,0,,False,0,0.0
TXN0008883,USR00464,20240405,2024-04-05 20:15:07,20,Evening,UPI,Health,Netmeds,POS Terminal,POS,Delhi,6355.06,Large (₹2K-10K),6355.06,0.0,0.0,0.0,0.0,Success,1,0,0,,0.56,Instant,True,1,Unusually High Amount,False,0,0.0
TXN0007636,USR00280,20240405,2024-04-05 20:32:13,20,Evening,UPI,Shopping,Flipkart,Mobile App,Android,Hyderabad,5445.38,Large (₹2K-10K),5445.38,0.0,0.0,0.0,0.0,Failed,0,1,0,Insufficient Balance,8.94,Failed,False,0,,False,0,0.0
TXN0008658,USR00213,20240405,2024-04-05 20:33:02,20,Evening,UPI,Education,Skillshare,Mobile App,Android,Bangalore,5849.07,Large (₹2K-10K),5849.07,0.0,0.0,0.0,0.0,Success,1,0,0,,2.44,Normal,False,0,,False,0,0.0
TXN0007711,USR00214,20240405,2024-04-05 20:38:12,20,Evening,UPI,Travel,MakeMyTrip,QR Code,Android,Bangalore,5102.34,Large (₹2K-10K),5102.34,0.0,0.0,0.0,0.0,Failed,0,1,0,Server Timeout,13.97,Failed,False,0,,False,0,0.0
TXN0007299,USR00128,20240405,2024-04-05 21:05:12,21,Night,UPI,Food & Dining,Haldirams,Mobile App,Android,Chennai,210.58,Small (₹100-500),193.49,17.09,0.0,17.09,8.12,Success,1,0,0,,2.11,Normal,False,0,,False,0,0.0
TXN0007755,USR00152,20240405,2024-04-05 21:06:10,21,Night,UPI,Transfers,Paytm P2P,Mobile App,Android,Bangalore,944.1,Medium (₹500-2K),944.1,0.0,0.0,0.0,0.0,Success,1,0,0,,0.67,Instant,False,0,,False,0,0.0
TXN0008623,USR00050,20240405,2024-04-05 21:13:55,21,Night,UPI,Shopping,Ajio,Mobile App,iOS,Delhi,891.96,Medium (₹500-2K),891.96,0.0,0.0,0.0,0.0,Success,1,0,0,,2.5,Normal,False,0,,False,0,0.0
TXN0007849,USR00249,20240405,2024-04-05 21:31:26,21,Night,Credit Card,Bills & Utilities,Airtel,Web Browser,Windows,Indore,2632.81,Large (₹2K-10K),2632.81,0.0,0.0,0.0,0.0,Success,1,0,0,,2.42,Normal,False,0,,False,0,0.0
TXN0008479,USR00128,20240405,2024-04-05 21:48:37,21,Night,Debit Card,Groceries,JioMart,Mobile App,iOS,Chennai,1627.37,Medium (₹500-2K),1627.37,0.0,0.0,0.0,0.0,Success,1,0,0,,1.31,Fast,False,0,,False,0,0.0
TXN0008454,USR00447,20240405,2024-04-05 21:59:27,21,Night,UPI,Travel,Rapido,Web Browser,Mac,Delhi,5109.63,Large (₹2K-10K),5109.63,0.0,0.0,0.0,0.0,Success,1,0,0,,1.68,Fast,False,0,,False,0,0.0
TXN0009147,USR00062,20240405,2024-04-05 22:04:25,22,Night,UPI,Investments,Paytm Money,Web Browser,Windows,Mumbai,3437.24,Large (₹2K-10K),3437.24,0.0,0.0,0.0,0.0,Success,1,0,0,,1.82,Fast,False,0,,False,0,0.0
TXN0007882,USR00411,20240405,2024-04-05 22:05:49,22,Night,UPI,Shopping,Meesho,Web Browser,Windows,Ahmedabad,13023.61,High (₹10K-50K),13023.61,0.0,0.0,0.0,0.0,Success,1,0,0,,0.91,Instant,False,0,,False,0,0.0
TXN0008887,USR00285,20240405,2024-04-05 22:53:47,22,Night,Net Banking,Shopping,Flipkart,Web Browser,Mac,Delhi,21062.35,High (₹10K-50K),18932.79,0.0,2129.56,2129.56,10.11,Success,1,0,0,,1.16,Fast,True,1,Unusually High Amount,False,0,0.0
TXN0008490,USR00247,20240405,2024-04-05 23:17:12,23,Night,UPI,Shopping,Croma,POS Terminal,POS,Hyderabad,12752.1,High (₹10K-50K),12752.1,0.0,0.0,0.0,0.0,Success,1,0,0,,1.2,Fast,False,0,,True,1,5089.07
TXN0007505,USR00424,20240406,2024-04-06 00:04:02,0,Night,UPI,Health,Practo,Mobile App,Android,Kolkata,2233.63,Large (₹2K-10K),2233.63,0.0,0.0,0.0,0.0,Success,1,0,0,,2.18,Normal,False,0,,False,0,0.0
TXN0007397,USR00136,20240406,2024-04-06 02:39:33,2,Night,Mobile Wallet,Shopping,Amazon,Mobile App,iOS,Mumbai,7507.4,Large (₹2K-10K),7507.4,0.0,0.0,0.0,0.0,Success,1,0,0,,1.44,Fast,False,0,,False,0,0.0
TXN0007889,USR00172,20240406,2024-04-06 06:30:43,6,Morning,Mobile Wallet,Entertainment,Amazon Prime,Mobile App,Android,Jaipur,364.11,Small (₹100-500),364.11,0.0,0.0,0.0,0.0,Success,1,0,0,,0.86,Instant,False,0,,False,0,0.0
TXN0009199,USR00451,20240406,2024-04-06 07:33:05,7,Morning,Credit Card,Groceries,Blinkit,Mobile App,Android,Kochi,1012.47,Medium (₹500-2K),1012.47,0.0,0.0,0.0,0.0,Success,1,0,0,,2.95,Normal,False,0,,False,0,0.0
TXN0008205,USR00357,20240406,2024-04-06 08:13:04,8,Morning,Credit Card,Transfers,Paytm P2P,QR Code,Android,Chandigarh,28802.79,High (₹10K-50K),28802.79,0.0,0.0,0.0,0.0,Success,1,0,0,,1.59,Fast,False,0,,False,0,0.0
TXN0007441,USR00177,20240406,2024-04-06 08:37:22,8,Morning,UPI,Groceries,Swiggy Instamart,Mobile App,iOS,Chennai,2086.4,Large (₹2K-10K),2000.78,85.62,0.0,85.62,4.1,Success,1,0,0,,0.87,Instant,False,0,,False,0,0.0
TXN0009224,USR00471,20240406,2024-04-06 08:38:53,8,Morning,UPI,Health,Tata Health,Mobile App,Android,Chennai,10103.66,High (₹10K-50K),10103.66,0.0,0.0,0.0,0.0,Success,1,0,0,,0.77,Instant,False,0,,False,0,0.0
TXN0009024,USR00387,20240406,2024-04-06 08:48:41,8,Morning,Debit Card,Bills & Utilities,Electricity Board,QR Code,Android,Kolkata,1742.58,Medium (₹500-2K),1742.58,0.0,0.0,0.0,0.0,Success,1,0,0,,1.31,Fast,False,0,,False,0,0.0
TXN0008237,USR00362,20240406,2024-04-06 09:00:56,9,Morning,Credit Card,Entertainment,Spotify,Mobile App,iOS,Delhi,1325.73,Medium (₹500-2K),1325.73,0.0,0.0,0.0,0.0,Success,1,0,0,,2.8,Normal,False,0,,False,0,0.0
TXN0009265,USR00043,20240406,2024-04-06 09:12:53,9,Morning,Debit Card,Entertainment,Sony LIV,QR Code,Android,Kolkata,954.43,Medium (₹500-2K),954.43,0.0,0.0,0.0,0.0,Success,1,0,0,,1.92,Fast,False,0,,False,0,0.0
TXN0008625,USR00447,20240406,2024-04-06 09:13:31,9,Morning,Credit Card,Travel,IRCTC,QR Code,Android,Delhi,11950.0,High (₹10K-50K),11809.98,140.02,0.0,140.02,1.17,Success,1,0,0,,2.21,Normal,False,0,,False,0,0.0
TXN0009328,USR00143,20240406,2024-04-06 09:20:59,9,Morning,Credit Card,Transfers,Paytm P2P,QR Code,Android,Coimbatore,82992.63,Premium (₹50K+),82992.63,0.0,0.0,0.0,0.0,Success,1,0,0,,2.35,Normal,False,0,,False,0,0.0
TXN0009302,USR00241,20240406,2024-04-06 10:07:07,10,Morning,Debit Card,Food & Dining,McDonalds,QR Code,Android,Hyderabad,87.43,Micro (<₹100),87.43,0.0,0.0,0.0,0.0,Success,1,0,0,,2.89,Normal,False,0,,False,0,0.0
TXN0008573,USR00298,20240406,2024-04-06 10:19:11,10,Morning,Net Banking,Entertainment,YouTube Premium,Web Browser,Windows,Indore,449.3,Small (₹100-500),424.53,24.77,0.0,24.77,5.51,Success,1,0,0,,2.12,Normal,False,0,,False,0,0.0
TXN0008832,USR00496,20240406,2024-04-06 10:31:13,10,Morning,UPI,Bills & Utilities,Water Board,Mobile App,iOS,Mumbai,2399.65,Large (₹2K-10K),2399.65,0.0,0.0,0.0,0.0,Success,1,0,0,,0.7,Instant,False,0,,False,0,0.0
TXN0007891,USR00019,20240406,2024-04-06 10:38:22,10,Morning,Mobile Wallet,Bills & Utilities,Electricity Board,Mobile App,Android,Mumbai,2587.55,Large (₹2K-10K),2587.55,0.0,0.0,0.0,0.0,Success,1,0,0,,2.99,Normal,False,0,,False,0,0.0
TXN0007563,USR00130,20240406,2024-04-06 10:45:04,10,Morning,UPI,Entertainment,Amazon Prime,Web Browser,Windows,Pune,684.33,Medium (₹500-2K),619.81,64.52,0.0,64.52,9.43,Success,1,0,0,,1.69,Fast,False,0,,False,0,0.0
TXN0008679,USR00184,20240406,2024-04-06 10:45:18,10,Morning,UPI,Bills & Utilities,DTH Recharge,Web Browser,Mac,Mumbai,6153.14,Large (₹2K-10K),6153.14,0.0,0.0,0.0,0.0,Failed,0,1,0,Server Timeout,6.77,Failed,False,0,,False,0,0.0
TXN0008496,USR00228,20240406,2024-04-06 10:50:00,10,Morning,Debit Card,Travel,IRCTC,Mobile App,Android,Indore,582.91,Medium (₹500-2K),582.91,0.0,0.0,0.0,0.0,Failed,0,1,0,Daily Limit Exceeded,2.39,Failed,False,0,,False,0,0.0
TXN0007576,USR00474,20240406,2024-04-06 10:52:52,10,Morning,Credit Card,Travel,Rapido,Mobile App,Android,Delhi,813.49,Medium (₹500-2K),813.49,0.0,0.0,0.0,0.0,Failed,0,1,0,Insufficient Limit,11.96,Failed,False,0,,False,0,0.0
TXN0008557,USR00349,20240406,2024-04-06 10:54:29,10,Morning,Credit Card,Shopping,Flipkart,Mobile App,Android,Mumbai,1614.13,Medium (₹500-2K),1400.44,0.0,213.69,213.69,13.24,Success,1,0,0,,0.68,Instant,False,0,,False,0,0.0
TXN0008655,USR00264,20240406,2024-04-06 11:34:13,11,Morning,Mobile Wallet,Food & Dining,Zomato,Web Browser,Windows,Kochi,463.11,Small (₹100-500),463.11,0.0,0.0,0.0,0.0,Success,1,0,0,,1.56,Fast,False,0,,False,0,0.0
TXN0008611,USR00266,20240406,2024-04-06 11:42:11,11,Morning,Credit Card,Bills & Utilities,Airtel,Mobile App,iOS,Chennai,5139.27,Large (₹2K-10K),4924.39,214.88,0.0,214.88,4.18,Success,1,0,0,,2.95,Normal,False,0,,False,0,0.0
TXN0008464,USR00405,20240406,2024-04-06 12:25:19,12,Afternoon,UPI,Bills & Utilities,Gas Agency,Mobile App,Android,Mumbai,2194.93,Large (₹2K-10K),2194.93,0.0,0.0,0.0,0.0,Success,1,0,0,,0.94,Instant,False,0,,False,0,0.0
TXN0009306,USR00400,20240406,2024-04-06 12:35:06,12,Afternoon,Credit Card,Food & Dining,Dominos,Mobile App,Android,Mumbai,2136.31,Large (₹2K-10K),2018.86,117.45,0.0,117.45,5.5,Success,1,0,0,,1.49,Fast,False,0,,False,0,0.0
TXN0008735,USR00229,20240406,2024-04-06 13:41:50,13,Afternoon,UPI,Bills & Utilities,Water Board,Web Browser,Windows,Bangalore,1225.05,Medium (₹500-2K),1225.05,0.0,0.0,0.0,0.0,Success,1,0,0,,2.59,Normal,False,0,,False,0,0.0
TXN0007685,USR00102,20240406,2024-04-06 13:46:56,13,Afternoon,UPI,Investments,Zerodha,Mobile App,Android,Chennai,53920.28,Premium (₹50K+),53920.28,0.0,0.0,0.0,0.0,Success,1,0,0,,1.98,Fast,False,0,,False,0,0.0
TXN0009385,USR00322,20240406,2024-04-06 13:50:10,13,Afternoon,UPI,Groceries,Zepto,Mobile App,iOS,Hyderabad,348.58,Small (₹100-500),348.58,0.0,0.0,0.0,0.0,Failed,0,1,0,Insufficient Balance,5.53,Failed,False,0,,False,0,0.0
TXN0008877,USR00163,20240406,2024-04-06 14:04:01,14,Afternoon,Debit Card,Transfers,Paytm P2P,Mobile App,iOS,Lucknow,16607.17,High (₹10K-50K),16607.17,0.0,0.0,0.0,0.0,Success,1,0,0,,0.71,Instant,False,0,,False,0,0.0
TXN0008086,USR00361,20240406,2024-04-06 14:20:28,14,Afternoon,Mobile Wallet,Shopping,Meesho,Mobile App,Android,Hyderabad,7410.58,Large (₹2K-10K),7410.58,0.0,0.0,0.0,0.0,Success,1,0,0,,2.49,Normal,False,0,,False,0,0.0
TXN0008619,USR00212,20240406,2024-04-06 14:50:06,14,Afternoon,UPI,Bills & Utilities,DTH Recharge,Mobile App,Android,Mumbai,2637.5,Large (₹2K-10K),2637.5,0.0,0.0,0.0,0.0,Success,1,0,0,,1.71,Fast,False,0,,False,0,0.0
TXN0008242,USR00007,20240406,2024-04-06 14:59:57,14,Afternoon,Debit Card,Shopping,Reliance Digital,POS Terminal,POS,Delhi,5656.41,Large (₹2K-10K),5656.41,0.0,0.0,0.0,0.0,Failed,0,1,0,Insufficient Balance,14.16,Failed,False,0,,False,0,0.0
TXN0009198,USR00292,20240406,2024-04-06 15:25:05,15,Afternoon,UPI,Shopping,Flipkart,POS Terminal,POS,Delhi,3460.91,Large (₹2K-10K),3124.91,0.0,336.0,336.0,9.71,Success,1,0,0,,2.11,Normal,False,0,,False,0,0.0
TXN0008257,USR00320,20240406,2024-04-06 15:44:49,15,Afternoon,Net Banking,Travel,Ola,Mobile App,Android,Chennai,5045.61,Large (₹2K-10K),5045.61,0.0,0.0,0.0,0.0,Success,1,0,0,,2.99,Normal,False,0,,False,0,0.0
TXN0008408,USR00472,20240406,2024-04-06 15:58:06,15,Afternoon,Net Banking,Food & Dining,Dominos,QR Code,iOS,Delhi,516.12,Medium (₹500-2K),516.12,0.0,0.0,0.0,0.0,Success,1,0,0,,2.2,Normal,False,0,,False,0,0.0
TXN0007518,USR00065,20240406,2024-04-06 16:07:04,16,Afternoon,UPI,Shopping,Ajio,Mobile App,Android,Jaipur,2993.72,Large (₹2K-10K),2993.72,0.0,0.0,0.0,0.0,Pending,0,0,1,Processing,24.11,Very Slow,False,0,,False,0,0.0
TXN0007617,USR00144,20240406,2024-04-06 16:27:59,16,Afternoon,UPI,Food & Dining,Pizza Hut,Web Browser,Windows,Pune,1494.32,Medium (₹500-2K),1494.32,0.0,0.0,0.0,0.0,Success,1,0,0,,2.77,Normal,False,0,,False,0,0.0
TXN0008886,USR00047,20240406,2024-04-06 16:31:58,16,Afternoon,Debit Card,Shopping,Meesho,Web Browser,Windows,Jaipur,17475.4,High (₹10K-50K),17475.4,0.0,0.0,0.0,0.0,Failed,0,1,0,Insufficient Balance,7.07,Failed,False,0,,False,0,0.0
TXN0008180,USR00323,20240406,2024-04-06 16:40:41,16,Afternoon,Mobile Wallet,Bills & Utilities,Gas Agency,Web Browser,Windows,Delhi,2971.21,Large (₹2K-10K),2731.47,239.74,0.0,239.74,8.07,Success,1,0,0,,0.91,Instant,False,0,,False,0,0.0
TXN0007683,USR00218,20240406,2024-04-06 16:56:50,16,Afternoon,UPI,Education,Coursera,QR Code,Android,Pune,10914.94,High (₹10K-50K),10914.94,0.0,0.0,0.0,0.0,Success,1,0,0,,1.71,Fast,False,0,,False,0,0.0
TXN0009415,USR00302,20240406,2024-04-06 17:26:58,17,Evening,Credit Card,Food & Dining,Haldirams,POS Terminal,POS,Ahmedabad,258.9,Small (₹100-500),244.52,0.0,14.38,14.38,5.55,Success,1,0,0,,2.64,Normal,False,0,,False,0,0.0
