transaction_id,user_id,transaction_datetime,date,year,month,month_name,quarter,quarter_label,day,day_of_week,day_name,hour,time_bucket,week_number,is_weekend,is_month_start,is_month_end,is_festival_season,payment_method,category,merchant,platform,device_type,city,amount,amount_bucket,discount_applied,cashback_earned,total_savings,savings_pct,net_amount,status,failure_reason,processing_time_sec,processing_speed,is_flagged,fraud_reason,is_refunded,refund_amount,age_group,gender,account_tenure,customer_tier,spending_persona,preferred_method,user_home_city,user_total_txns,user_total_spend,user_avg_txn_amount,user_failure_rate_pct,user_spending_tier
TXN0000424,USR00358,2024-01-26 09:26:52,2024-01-26,2024,1,Jan,1,Q1,26,4,Friday,9,Morning,4,0,0,1,0,Credit Card,Food & Dining,Haldirams,Mobile App,Android,Jaipur,206.59,Small (₹100-500),0.0,0.0,0.0,0.0,206.59,Success,None,2.13,Normal,False,None,False,0.0,35-44,Female,1-2 years,Regular,Budget,Credit Card,Jaipur,15,109922.94,8455.61,13.33,High
TXN0000426,USR00440,2024-01-26 09:50:48,2024-01-26,2024,1,Jan,1,Q1,26,4,Friday,9,Morning,4,0,0,1,0,Credit Card,Groceries,BigBasket,Web Browser,Windows,Bangalore,3671.35,Large (₹2K-10K),0.0,0.0,0.0,0.0,3671.35,Success,None,2.15,Normal,False,None,False,0.0,35-44,Female,1-2 years,VIP,Moderate,UPI,Bangalore,9,18710.079999999998,3118.35,33.33,Medium
TXN0000143,USR00058,2024-01-26 09:54:58,2024-01-26,2024,1,Jan,1,Q1,26,4,Friday,9,Morning,4,0,0,1,0,UPI,Food & Dining,Swiggy,Mobile App,Android,Hyderabad,328.26,Small (₹100-500),0.0,0.0,0.0,0.0,328.26,Success,None,2.04,Normal,False,None,False,0.0,25-34,Male,1-2 years,VIP,High Spender,UPI,Hyderabad,8,50168.03,6271.0,0.0,High
TXN0000049,USR00139,2024-01-26 11:27:54,2024-01-26,2024,1,Jan,1,Q1,26,4,Friday,11,Morning,4,0,0,1,0,Credit Card,Food & Dining,Dominos,Web Browser,Windows,Mumbai,725.29,Medium (₹500-2K),0.0,0.0,0.0,0.0,725.29,Failed,Card Expired,14.94,Failed,False,None,False,0.0,45-54,Female,5+ years,Regular,Budget,Net Banking,Mumbai,8,29901.35,4983.56,25.0,Medium
TXN0000169,USR00351,2024-01-26 12:43:44,2024-01-26,2024,1,Jan,1,Q1,26,4,Friday,12,Afternoon,4,0,0,1,0,Net Banking,Food & Dining,KFC,Mobile App,Android,Jaipur,2067.12,Large (₹2K-10K),0.0,0.0,0.0,0.0,2067.12,Failed,Timeout,12.12,Failed,False,None,False,0.0,25-34,Female,0-6 months,Premium,Moderate,Mobile Wallet,Jaipur,12,84176.45000000001,8417.64,16.67,High
TXN0000376,USR00186,2024-01-26 13:30:13,2024-01-26,2024,1,Jan,1,Q1,26,4,Friday,13,Afternoon,4,0,0,1,0,UPI,Transfers,UPI Transfer,Mobile App,Android,Chennai,38166.71,High (₹10K-50K),0.0,3383.09,3383.09,8.86,34783.62,Success,None,1.18,Fast,False,None,False,0.0,55+,Male,1-2 years,Premium,High Spender,Debit Card,Chennai,11,227894.38,22789.44,9.09,Very High
TXN0000079,USR00421,2024-01-26 14:09:28,2024-01-26,2024,1,Jan,1,Q1,26,4,Friday,14,Afternoon,4,0,0,1,0,UPI,Transfers,PhonePe P2P,Mobile App,Android,Indore,20579.66,High (₹10K-50K),0.0,0.0,0.0,0.0,20579.66,Success,None,2.35,Normal,False,None,False,0.0,25-34,Male,1-2 years,New,Budget,Mobile Wallet,Indore,10,121566.42,12156.64,0.0,High
TXN0000348,USR00476,2024-01-26 15:32:45,2024-01-26,2024,1,Jan,1,Q1,26,4,Friday,15,Afternoon,4,0,0,1,0,Net Banking,Shopping,Ajio,Mobile App,Android,Bangalore,4586.18,Large (₹2K-10K),0.0,0.0,0.0,0.0,4586.18,Success,None,1.83,Fast,False,None,False,0.0,18-24,Male,1-2 years,New,Moderate,Net Banking,Bangalore,10,156064.47999999998,19508.06,10.0,High
TXN0000123,USR00373,2024-01-26 16:03:40,2024-01-26,2024,1,Jan,1,Q1,26,4,Friday,16,Afternoon,4,0,0,1,0,Credit Card,Food & Dining,Swiggy,Mobile App,Android,Delhi,2984.37,Large (₹2K-10K),0.0,50.49,50.49,1.69,2933.88,Success,None,1.71,Fast,False,None,False,0.0,18-24,Female,2-5 years,Premium,High Spender,Debit Card,Delhi,15,261418.58999999997,18672.76,6.67,Very High
TXN0000316,USR00386,2024-01-26 16:51:03,2024-01-26,2024,1,Jan,1,Q1,26,4,Friday,16,Afternoon,4,0,0,1,0,Net Banking,Entertainment,Hotstar,Web Browser,Mac,Bangalore,609.69,Medium (₹500-2K),0.0,0.0,0.0,0.0,609.69,Success,None,2.74,Normal,False,None,False,0.0,25-34,Female,1-2 years,Regular,Budget,Credit Card,Bangalore,13,21038.93,2103.89,15.38,Medium
TXN0000363,USR00228,2024-01-26 17:00:18,2024-01-26,2024,1,Jan,1,Q1,26,4,Friday,17,Evening,4,0,0,1,0,UPI,Food & Dining,Swiggy,Mobile App,Android,Indore,1530.23,Medium (₹500-2K),0.0,0.0,0.0,0.0,1530.23,Success,None,1.56,Fast,False,None,False,0.0,45-54,Female,6-12 months,Premium,Moderate,UPI,Indore,14,84227.68,6479.05,0.0,High
TXN0000338,USR00254,2024-01-26 18:08:20,2024-01-26,2024,1,Jan,1,Q1,26,4,Friday,18,Evening,4,0,0,1,0,Debit Card,Education,BYJU'S,Mobile App,Android,Kolkata,6171.75,Large (₹2K-10K),0.0,73.47,73.47,1.19,6098.28,Success,None,0.77,Instant,False,None,False,0.0,25-34,Male,5+ years,Premium,Budget,UPI,Kolkata,11,47180.19,4718.02,9.09,Medium
TXN0000104,USR00443,2024-01-26 19:45:54,2024-01-26,2024,1,Jan,1,Q1,26,4,Friday,19,Evening,4,0,0,1,0,UPI,Food & Dining,Pizza Hut,POS Terminal,POS,Bangalore,472.78,Small (₹100-500),50.18,0.0,50.18,10.61,422.6,Success,None,1.26,Fast,False,None,False,0.0,55+,Male,5+ years,Premium,High Spender,UPI,Bangalore,12,77611.15000000001,6467.6,0.0,High
TXN0000401,USR00314,2024-01-26 20:17:44,2024-01-26,2024,1,Jan,1,Q1,26,4,Friday,20,Evening,4,0,0,1,0,UPI,Food & Dining,Haldirams,Web Browser,Windows,Hyderabad,343.76,Small (₹100-500),0.0,0.0,0.0,0.0,343.76,Success,None,2.63,Normal,False,None,False,0.0,55+,Male,1-2 years,Premium,Moderate,Net Banking,Hyderabad,9,25092.1,3584.59,11.11,Medium
TXN0000327,USR00054,2024-01-26 21:11:33,2024-01-26,2024,1,Jan,1,Q1,26,4,Friday,21,Night,4,0,0,1,0,Credit Card,Shopping,Reliance Digital,Mobile App,iOS,Kolkata,1614.0,Medium (₹500-2K),0.0,23.11,23.11,1.43,1590.89,Success,None,1.18,Fast,False,None,False,0.0,35-44,Female,1-2 years,New,Moderate,UPI,Kolkata,7,100264.03,14323.43,0.0,High
TXN0000116,USR00292,2024-01-26 21:19:58,2024-01-26,2024,1,Jan,1,Q1,26,4,Friday,21,Night,4,0,0,1,0,Mobile Wallet,Bills & Utilities,Electricity Board,Web Browser,Linux,Delhi,2971.45,Large (₹2K-10K),0.0,0.0,0.0,0.0,2971.45,Success,None,2.62,Normal,False,None,False,0.0,25-34,Female,2-5 years,Premium,Budget,Net Banking,Delhi,5,18060.43,3612.09,0.0,Medium
TXN0000262,USR00449,2024-01-26 21:31:14,2024-01-26,2024,1,Jan,1,Q1,26,4,Friday,21,Night,4,0,0,1,0,Mobile Wallet,Entertainment,YouTube Premium,POS Terminal,POS,Bangalore,252.97,Small (₹100-500),0.0,0.0,0.0,0.0,252.97,Success,None,2.88,Normal,False,None,False,0.0,25-34,Female,5+ years,VIP,Budget,Net Banking,Bangalore,10,23300.03,2330.0,0.0,Medium
TXN0000428,USR00396,2024-01-26 21:50:15,2024-01-26,2024,1,Jan,1,Q1,26,4,Friday,21,Night,4,0,0,1,0,UPI,Groceries,Swiggy Instamart,Mobile App,iOS,Kolkata,6441.29,Large (₹2K-10K),1059.61,555.32,1614.93,25.07,4826.36,Success,None,2.03,Normal,False,None,False,0.0,18-24,Female,5+ years,Regular,High Spender,UPI,Kolkata,13,176357.91,13565.99,0.0,High
TXN0000223,USR00242,2024-01-26 22:10:39,2024-01-26,2024,1,Jan,1,Q1,26,4,Friday,22,Night,4,0,0,1,0,UPI,Entertainment,Netflix,Web Browser,Windows,Bangalore,620.13,Medium (₹500-2K),0.0,0.0,0.0,0.0,620.13,Success,None,0.75,Instant,False,None,False,0.0,45-54,Male,5+ years,Premium,Budget,Credit Card,Bangalore,14,45805.35,3271.81,0.0,Medium
TXN0000358,USR00245,2024-01-27 08:36:27,2024-01-27,2024,1,Jan,1,Q1,27,5,Saturday,8,Morning,4,1,0,1,0,Mobile Wallet,Shopping,Flipkart,Mobile App,Android,Bangalore,8966.14,Large (₹2K-10K),0.0,0.0,0.0,0.0,8966.14,Success,None,1.74,Fast,False,None,False,0.0,45-54,Female,2-5 years,Regular,High Spender,UPI,Bangalore,11,57132.06,5193.82,0.0,High
TXN0000030,USR00368,2024-01-27 09:14:26,2024-01-27,2024,1,Jan,1,Q1,27,5,Saturday,9,Morning,4,1,0,1,0,Debit Card,Entertainment,Hotstar,Web Browser,Windows,Pune,627.0,Medium (₹500-2K),0.0,0.0,0.0,0.0,627.0,Success,None,1.53,Fast,False,None,False,0.0,45-54,Other,1-2 years,New,Budget,UPI,Pune,16,17833.68,1188.91,6.25,Medium
TXN0000115,USR00112,2024-01-27 09:37:57,2024-01-27,2024,1,Jan,1,Q1,27,5,Saturday,9,Morning,4,1,0,1,0,Debit Card,Education,upGrad,Mobile App,Android,Chandigarh,6050.06,Large (₹2K-10K),0.0,0.0,0.0,0.0,6050.06,Success,None,1.94,Fast,False,None,False,0.0,25-34,Male,5+ years,Regular,High Spender,Credit Card,Chandigarh,7,207545.12,34590.85,14.29,Very High
TXN0000390,USR00468,2024-01-27 10:06:31,2024-01-27,2024,1,Jan,1,Q1,27,5,Saturday,10,Morning,4,1,0,1,0,Net Banking,Bills & Utilities,Gas Agency,Mobile App,Android,Lucknow,8640.3,Large (₹2K-10K),0.0,0.0,0.0,0.0,8640.3,Failed,Authentication Failed,6.08,Failed,False,None,False,0.0,25-34,Male,6-12 months,Regular,High Spender,Net Banking,Lucknow,12,224157.86,24906.43,16.67,Very High
TXN0000080,USR00427,2024-01-27 11:21:44,2024-01-27,2024,1,Jan,1,Q1,27,5,Saturday,11,Morning,4,1,0,1,0,Debit Card,Shopping,Reliance Digital,Mobile App,Android,Pune,322.0,Small (₹100-500),0.0,0.0,0.0,0.0,322.0,Success,None,1.81,Fast,False,None,False,0.0,45-54,Male,6-12 months,Regular,Budget,UPI,Pune,8,14648.71,2441.45,25.0,Medium
TXN0000381,USR00190,2024-01-27 12:19:57,2024-01-27,2024,1,Jan,1,Q1,27,5,Saturday,12,Afternoon,4,1,0,1,0,UPI,Education,Udemy,Mobile App,Android,Bangalore,25446.03,High (₹10K-50K),0.0,0.0,0.0,0.0,25446.03,Success,None,1.38,Fast,False,None,False,0.0,35-44,Male,1-2 years,Regular,High Spender,Net Banking,Bangalore,8,127826.8,21304.47,25.0,High
TXN0000195,USR00189,2024-01-27 12:41:57,2024-01-27,2024,1,Jan,1,Q1,27,5,Saturday,12,Afternoon,4,1,0,1,0,UPI,Transfers,UPI Transfer,Mobile App,iOS,Mumbai,71940.91,Premium (₹50K+),0.0,0.0,0.0,0.0,71940.91,Failed,Insufficient Balance,7.0,Failed,False,None,False,0.0,45-54,Male,2-5 years,Premium,High Spender,UPI,Mumbai,6,61325.84,12265.17,16.67,High
TXN0000350,USR00006,2024-01-27 12:46:17,2024-01-27,2024,1,Jan,1,Q1,27,5,Saturday,12,Afternoon,4,1,0,1,0,UPI,Investments,Coin by Zerodha,Web Browser,Windows,Chennai,118625.58,Premium (₹50K+),0.0,0.0,0.0,0.0,118625.58,Success,None,2.31,Normal,False,None,False,0.0,45-54,Female,5+ years,Regular,High Spender,UPI,Chennai,9,158917.19,19864.65,0.0,High
TXN0000431,USR00293,2024-01-27 14:22:22,2024-01-27,2024,1,Jan,1,Q1,27,5,Saturday,14,Afternoon,4,1,0,1,0,UPI,Travel,Uber,QR Code,Android,Kolkata,12543.58,High (₹10K-50K),0.0,0.0,0.0,0.0,12543.58,Success,None,1.92,Fast,False,None,False,0.0,35-44,Male,5+ years,Regular,Impulse,UPI,Kolkata,11,159464.31,15946.43,9.09,High
TXN0000125,USR00079,2024-01-27 14:26:49,2024-01-27,2024,1,Jan,1,Q1,27,5,Saturday,14,Afternoon,4,1,0,1,0,UPI,Entertainment,YouTube Premium,Mobile App,Android,Coimbatore,992.24,Medium (₹500-2K),0.0,0.0,0.0,0.0,992.24,Success,None,2.11,Normal,False,None,False,0.0,25-34,Female,0-6 months,Premium,Moderate,UPI,Coimbatore,12,37059.5,3705.95,8.33,Medium
TXN0000319,USR00443,2024-01-27 17:17:40,2024-01-27,2024,1,Jan,1,Q1,27,5,Saturday,17,Evening,4,1,0,1,0,Credit Card,Shopping,Flipkart,QR Code,Android,Bangalore,3466.96,Large (₹2K-10K),0.0,0.0,0.0,0.0,3466.96,Success,None,1.06,Fast,False,None,False,0.0,55+,Male,5+ years,Premium,High Spender,UPI,Bangalore,12,77611.15000000001,6467.6,0.0,High
TXN0000250,USR00193,2024-01-27 17:24:11,2024-01-27,2024,1,Jan,1,Q1,27,5,Saturday,17,Evening,4,1,0,1,0,Net Banking,Education,Udemy,Mobile App,Android,Jaipur,1759.74,Medium (₹500-2K),0.0,0.0,0.0,0.0,1759.74,Success,None,2.36,Normal,False,None,False,0.0,25-34,Female,5+ years,Regular,Budget,UPI,Jaipur,15,47296.74,3378.34,0.0,Medium
TXN0000440,USR00071,2024-01-27 22:14:19,2024-01-27,2024,1,Jan,1,Q1,27,5,Saturday,22,Night,4,1,0,1,0,Debit Card,Food & Dining,KFC,Mobile App,Android,Delhi,1826.03,Medium (₹500-2K),0.0,0.0,0.0,0.0,1826.03,Success,None,1.6,Fast,False,None,False,0.0,25-34,Male,0-6 months,Regular,Moderate,Credit Card,Delhi,15,201215.15,13414.34,0.0,Very High
TXN0000263,USR00095,2024-01-27 23:23:00,2024-01-27,2024,1,Jan,1,Q1,27,5,Saturday,23,Night,4,1,0,1,0,UPI,Food & Dining,Zomato,QR Code,Android,Mumbai,239.33,Small (₹100-500),22.17,0.0,22.17,9.26,217.16,Success,None,1.4,Fast,False,None,False,0.0,18-24,Female,1-2 years,VIP,Budget,Net Banking,Mumbai,8,23609.68,2951.21,0.0,Medium
TXN0000139,USR00416,2024-01-27 23:43:25,2024-01-27,2024,1,Jan,1,Q1,27,5,Saturday,23,Night,4,1,0,1,0,UPI,Investments,Coin by Zerodha,Mobile App,Android,Chennai,98667.97,Premium (₹50K+),0.0,0.0,0.0,0.0,98667.97,Success,None,0.61,Instant,True,Unusually High Amount,False,0.0,45-54,Female,5+ years,New,High Spender,Mobile Wallet,Chennai,5,135955.06,27191.01,0.0,High
TXN0000192,USR00153,2024-01-28 08:26:57,2024-01-28,2024,1,Jan,1,Q1,28,6,Sunday,8,Morning,4,1,0,1,0,Credit Card,Entertainment,Netflix,Mobile App,Android,Mumbai,851.56,Medium (₹500-2K),0.0,0.0,0.0,0.0,851.56,Success,None,1.93,Fast,False,None,False,0.0,25-34,Female,2-5 years,Regular,Impulse,Credit Card,Mumbai,13,131738.38,10133.72,0.0,High
TXN0000045,USR00124,2024-01-28 11:14:12,2024-01-28,2024,1,Jan,1,Q1,28,6,Sunday,11,Morning,4,1,0,1,0,Net Banking,Transfers,Paytm P2P,Web Browser,Windows,Hyderabad,4730.51,Large (₹2K-10K),0.0,0.0,0.0,0.0,4730.51,Success,None,2.16,Normal,False,None,False,0.0,35-44,Female,0-6 months,Premium,Budget,UPI,Hyderabad,10,15104.81,1510.48,0.0,Medium
TXN0000374,USR00199,2024-01-28 14:05:22,2024-01-28,2024,1,Jan,1,Q1,28,6,Sunday,14,Afternoon,4,1,0,1,0,UPI,Entertainment,Sony LIV,QR Code,Android,Jaipur,450.16,Small (₹100-500),0.0,0.0,0.0,0.0,450.16,Success,None,2.81,Normal,False,None,False,0.0,35-44,Male,2-5 years,Regular,Budget,UPI,Jaipur,14,67564.92,5197.3,7.14,High
TXN0000046,USR00022,2024-01-28 14:39:20,2024-01-28,2024,1,Jan,1,Q1,28,6,Sunday,14,Afternoon,4,1,0,1,0,Credit Card,Investments,Coin by Zerodha,QR Code,iOS,Kolkata,86942.5,Premium (₹50K+),0.0,5381.73,5381.73,6.19,81560.77,Success,None,1.2,Fast,True,Unusually High Amount,False,0.0,25-34,Male,5+ years,Premium,Moderate,Credit Card,Kolkata,12,123140.7,10261.72,0.0,High
TXN0000164,USR00244,2024-01-28 15:21:04,2024-01-28,2024,1,Jan,1,Q1,28,6,Sunday,15,Afternoon,4,1,0,1,0,Mobile Wallet,Travel,GoIbibo,Mobile App,Android,Hyderabad,2156.6,Large (₹2K-10K),0.0,0.0,0.0,0.0,2156.6,Success,None,1.89,Fast,False,None,False,0.0,25-34,Female,6-12 months,VIP,High Spender,UPI,Hyderabad,13,194380.96,14952.38,0.0,High
TXN0000021,USR00284,2024-01-28 16:07:02,2024-01-28,2024,1,Jan,1,Q1,28,6,Sunday,16,Afternoon,4,1,0,1,0,UPI,Travel,MakeMyTrip,Mobile App,Android,Mumbai,3760.59,Large (₹2K-10K),0.0,0.0,0.0,0.0,3760.59,Success,None,1.53,Fast,False,None,False,0.0,35-44,Female,0-6 months,Premium,Moderate,UPI,Mumbai,9,28372.48,4053.21,22.22,Medium
TXN0000094,USR00290,2024-01-28 17:09:10,2024-01-28,2024,1,Jan,1,Q1,28,6,Sunday,17,Evening,4,1,0,1,0,Net Banking,Food & Dining,Swiggy,Mobile App,iOS,Kolkata,1077.98,Medium (₹500-2K),154.57,23.54,178.11,16.52,899.87,Success,None,2.07,Normal,False,None,False,0.0,45-54,Female,2-5 years,VIP,Moderate,UPI,Kolkata,9,36816.82,4602.1,0.0,Medium
TXN0000399,USR00253,2024-01-28 17:58:07,2024-01-28,2024,1,Jan,1,Q1,28,6,Sunday,17,Evening,4,1,0,1,0,Net Banking,Groceries,BigBasket,Mobile App,iOS,Delhi,116.89,Small (₹100-500),0.0,0.0,0.0,0.0,116.89,Failed,Session Expired,14.92,Failed,False,None,False,0.0,35-44,Male,5+ years,Regular,Budget,UPI,Delhi,12,38361.71000000001,3836.17,16.67,Medium
TXN0000354,USR00174,2024-01-28 18:12:08,2024-01-28,2024,1,Jan,1,Q1,28,6,Sunday,18,Evening,4,1,0,1,0,UPI,Travel,Rapido,Mobile App,Android,Hyderabad,17663.87,High (₹10K-50K),0.0,0.0,0.0,0.0,17663.87,Success,None,1.86,Fast,False,None,False,0.0,45-54,Male,2-5 years,Premium,High Spender,UPI,Hyderabad,10,154255.11000000002,15425.51,0.0,High
TXN0000082,USR00150,2024-01-28 21:24:14,2024-01-28,2024,1,Jan,1,Q1,28,6,Sunday,21,Night,4,1,0,1,0,Mobile Wallet,Bills & Utilities,Broadband Bill,Web Browser,Linux,Hyderabad,764.48,Medium (₹500-2K),0.0,0.0,0.0,0.0,764.48,Success,None,0.97,Instant,False,None,False,0.0,35-44,Male,0-6 months,Regular,Impulse,UPI,Hyderabad,11,90501.92,10055.77,9.09,High
TXN0000188,USR00093,2024-01-29 03:45:33,2024-01-29,2024,1,Jan,1,Q1,29,0,Monday,3,Night,5,0,0,1,0,Net Banking,Travel,Ola,Mobile App,iOS,Lucknow,7980.55,Large (₹2K-10K),0.0,0.0,0.0,0.0,7980.55,Success,None,2.09,Normal,False,None,False,0.0,25-34,Female,2-5 years,Regular,Moderate,UPI,Lucknow,10,52865.8,5286.58,0.0,High
TXN0000433,USR00358,2024-01-29 09:30:59,2024-01-29,2024,1,Jan,1,Q1,29,0,Monday,9,Morning,5,0,0,1,0,Mobile Wallet,Shopping,Amazon,QR Code,Android,Jaipur,406.6,Small (₹100-500),0.0,33.95,33.95,8.35,372.65,Success,None,0.65,Instant,False,None,False,0.0,35-44,Female,1-2 years,Regular,Budget,Credit Card,Jaipur,15,109922.94,8455.61,13.33,High
TXN0000391,USR00006,2024-01-29 10:36:40,2024-01-29,2024,1,Jan,1,Q1,29,0,Monday,10,Morning,5,0,0,1,0,UPI,Food & Dining,KFC,Web Browser,Windows,Chennai,4472.39,Large (₹2K-10K),0.0,0.0,0.0,0.0,4472.39,Success,None,0.9,Instant,False,None,True,4472.39,45-54,Female,5+ years,Regular,High Spender,UPI,Chennai,9,158917.19,19864.65,0.0,High
TXN0000145,USR00193,2024-01-29 11:30:37,2024-01-29,2024,1,Jan,1,Q1,29,0,Monday,11,Morning,5,0,0,1,0,UPI,Groceries,Blinkit,Mobile App,Android,Jaipur,556.42,Medium (₹500-2K),0.0,0.0,0.0,0.0,556.42,Success,None,1.64,Fast,False,None,False,0.0,25-34,Female,5+ years,Regular,Budget,UPI,Jaipur,15,47296.74,3378.34,0.0,Medium
TXN0000269,USR00218,2024-01-29 13:10:59,2024-01-29,2024,1,Jan,1,Q1,29,0,Monday,13,Afternoon,5,0,0,1,0,Net Banking,Shopping,Flipkart,Web Browser,Windows,Pune,2188.09,Large (₹2K-10K),0.0,0.0,0.0,0.0,2188.09,Failed,Authentication Failed,4.99,Failed,False,None,False,0.0,25-34,Male,2-5 years,Regular,Moderate,Credit Card,Pune,10,40224.270000000004,5746.32,30.0,Medium
TXN0000084,USR00132,2024-01-29 13:52:01,2024-01-29,2024,1,Jan,1,Q1,29,0,Monday,13,Afternoon,5,0,0,1,0,Mobile Wallet,Groceries,Blinkit,Mobile App,Android,Chennai,674.7,Medium (₹500-2K),0.0,0.0,0.0,0.0,674.7,Success,None,1.46,Fast,False,None,False,0.0,35-44,Female,2-5 years,Premium,Moderate,Mobile Wallet,Chennai,10,111795.31999999999,12421.7,10.0,High
TXN0000025,USR00072,2024-01-29 15:16:46,2024-01-29,2024,1,Jan,1,Q1,29,0,Monday,15,Afternoon,5,0,0,1,0,Mobile Wallet,Food & Dining,Zomato,POS Terminal,POS,Delhi,2235.66,Large (₹2K-10K),124.08,0.0,124.08,5.55,2111.58,Success,None,1.95,Fast,False,None,False,0.0,25-34,Male,2-5 years,New,Moderate,Credit Card,Delhi,10,130956.4,13095.64,0.0,High
TXN0000034,USR00067,2024-01-29 17:52:00,2024-01-29,2024,1,Jan,1,Q1,29,0,Monday,17,Evening,5,0,0,1,0,Mobile Wallet,Education,Simplilearn,Web Browser,Mac,Delhi,8914.19,Large (₹2K-10K),0.0,0.0,0.0,0.0,8914.19,Success,None,1.57,Fast,False,None,False,0.0,25-34,Female,6-12 months,Regular,Moderate,Debit Card,Delhi,5,18159.34,4539.84,20.0,Medium
TXN0000221,USR00138,2024-01-29 17:56:30,2024-01-29,2024,1,Jan,1,Q1,29,0,Monday,17,Evening,5,0,0,1,0,UPI,Entertainment,YouTube Premium,Mobile App,Android,Pune,350.89,Small (₹100-500),0.0,0.0,0.0,0.0,350.89,Pending,Processing,9.81,Slow,False,None,False,0.0,35-44,Female,5+ years,VIP,Budget,UPI,Pune,12,26607.72,2418.88,0.0,Medium
TXN0000092,USR00481,2024-01-29 18:08:25,2024-01-29,2024,1,Jan,1,Q1,29,0,Monday,18,Evening,5,0,0,1,0,Credit Card,Bills & Utilities,Airtel,QR Code,Android,Kolkata,1393.82,Medium (₹500-2K),0.0,0.0,0.0,0.0,1393.82,Success,None,0.73,Instant,False,None,False,0.0,35-44,Male,1-2 years,Premium,Budget,Mobile Wallet,Kolkata,11,30648.68,3064.87,9.09,Medium
TXN0000444,USR00068,2024-01-30 02:51:43,2024-01-30,2024,1,Jan,1,Q1,30,1,Tuesday,2,Night,5,0,0,1,0,Mobile Wallet,Food & Dining,McDonalds,Mobile App,Android,Mumbai,1939.78,Medium (₹500-2K),287.0,0.0,287.0,14.8,1652.78,Success,None,1.19,Fast,False,None,True,1939.78,25-34,Female,1-2 years,Regular,Moderate,Mobile Wallet,Mumbai,12,67432.23999999999,6130.2,8.33,High
TXN0000152,USR00377,2024-01-30 07:58:43,2024-01-30,2024,1,Jan,1,Q1,30,1,Tuesday,7,Morning,5,0,0,1,0,UPI,Food & Dining,Pizza Hut,Mobile App,Android,Bangalore,567.42,Medium (₹500-2K),111.89,41.9,153.79,27.1,413.63,Success,None,1.9,Fast,False,None,False,0.0,35-44,Female,5+ years,Premium,Budget,UPI,Bangalore,13,44327.090000000004,3693.92,7.69,Medium
TXN0000209,USR00214,2024-01-30 08:49:31,2024-01-30,2024,1,Jan,1,Q1,30,1,Tuesday,8,Morning,5,0,0,1,0,Debit Card,Groceries,BigBasket,Mobile App,Android,Bangalore,716.63,Medium (₹500-2K),85.3,28.03,113.33,15.81,603.3,Success,None,2.82,Normal,False,None,False,0.0,55+,Male,5+ years,VIP,Budget,Debit Card,Bangalore,9,21270.08,2363.34,0.0,Medium
TXN0000086,USR00269,2024-01-30 09:58:49,2024-01-30,2024,1,Jan,1,Q1,30,1,Tuesday,9,Morning,5,0,0,1,0,UPI,Groceries,Blinkit,Mobile App,iOS,Pune,1324.59,Medium (₹500-2K),0.0,0.0,0.0,0.0,1324.59,Success,None,1.29,Fast,False,None,False,0.0,18-24,Male,1-2 years,Regular,Moderate,Mobile Wallet,Pune,10,26083.3,2608.33,0.0,Medium
TXN0000311,USR00304,2024-01-30 10:07:36,2024-01-30,2024,1,Jan,1,Q1,30,1,Tuesday,10,Morning,5,0,0,1,0,Credit Card,Transfers,NEFT Transfer,Web Browser,Windows,Chennai,17332.89,High (₹10K-50K),0.0,0.0,0.0,0.0,17332.89,Failed,Card Declined,4.47,Failed,False,None,False,0.0,18-24,Female,1-2 years,VIP,Budget,Net Banking,Chennai,13,20551.78,1868.34,15.38,Medium
TXN0000346,USR00061,2024-01-30 13:30:26,2024-01-30,2024,1,Jan,1,Q1,30,1,Tuesday,13,Afternoon,5,0,0,1,0,Debit Card,Investments,Zerodha,Mobile App,iOS,Bangalore,10266.03,High (₹10K-50K),0.0,1001.17,1001.17,9.75,9264.86,Success,None,2.89,Normal,False,None,False,0.0,35-44,Male,2-5 years,Regular,Budget,Debit Card,Bangalore,12,39666.270000000004,3606.02,8.33,Medium
TXN0000331,USR00284,2024-01-30 14:55:00,2024-01-30,2024,1,Jan,1,Q1,30,1,Tuesday,14,Afternoon,5,0,0,1,0,Mobile Wallet,Bills & Utilities,Water Board,Web Browser,Windows,Mumbai,4668.96,Large (₹2K-10K),0.0,0.0,0.0,0.0,4668.96,Success,None,2.19,Normal,True,Unusually High Amount,False,0.0,35-44,Female,0-6 months,Premium,Moderate,UPI,Mumbai,9,28372.48,4053.21,22.22,Medium
TXN0000193,USR00397,2024-01-30 15:31:56,2024-01-30,2024,1,Jan,1,Q1,30,1,Tuesday,15,Afternoon,5,0,0,1,0,UPI,Travel,Yatra,POS Terminal,POS,Kochi,2431.22,Large (₹2K-10K),0.0,0.0,0.0,0.0,2431.22,Success,None,1.09,Fast,False,None,False,0.0,18-24,Male,6-12 months,Premium,Budget,Credit Card,Kochi,14,68063.70999999999,5671.98,7.14,High
TXN0000006,USR00248,2024-01-30 15:58:58,2024-01-30,2024,1,Jan,1,Q1,30,1,Tuesday,15,Afternoon,5,0,0,1,0,UPI,Travel,Uber,Mobile App,Android,Delhi,1377.11,Medium (₹500-2K),0.0,0.0,0.0,0.0,1377.11,Success,None,2.7,Normal,False,None,False,0.0,35-44,Female,5+ years,New,Moderate,UPI,Delhi,15,48667.7,3743.67,6.67,Medium
